Video ID,Title,Description,Category
lNCMQTY3bEA,"McDONALD&#39;S, BURGER KING &amp; KFC BURGER EATING CHALLENGE | Burger Eating Competition | Food Challenge","https://www.workindia.in/dl/yt-viwafoodworld-emp/ Dosto, Kya aap ko office ke liye staff chahie? Ya Phir aapke HR ya boss ko staff hire karna hai? Try kijiye ...",food
C9sg6nP4Gmc,"DOCUMENTALES DE HISTORIA 😜👍 LAS LEYENDAS GRIEGAS,HISTORIA,DOCUMENTALES DE HISTORIA,HISTORY CHANNEL","DOCUMENTALES DE HISTORIA LAS LEYENDAS GRIEGAS,HISTORIA,DOCUMENTALES DE HISTORIA,HISTORY CHANNEL SUSCRÍBETE ...",history
tKsBrdZ2npc,"Hamilton, Jefferson or Adams: Was One of the Founding Fathers a Murderer? - Drunk History","After running afoul of a few of the Founding Fathers, gossip journalist James Callender died under mysterious circumstances in 1803. About Drunk History: ...",history
Ri8o9kBfNkw,100 Indian Science and Technology General Knowledge (GK) Questions and Answers || Part -1,"This Channel is an attempt to increase general knowledge and it is a collection of general knowledge questions related to various subjects, which are available ...",technology
bxKULldhhvE,Varanasi STREET FOOD Guide | India Travel Vlog,A super fun street food guide I shot during my stay in the Indian city of Varanasi in February 2019. Trying new food is more fun when you are with more people.,travel
u5LYl4DM5c4,Street Food in Malaysia - ULTIMATE MALAYSIAN FOOD in Kuala Lumpur!,Thanks to Oh My Media: https://www.youtube.com/channel/UCgmykbXSQjlEmCdeMWaZi1A Subscribe http://bit.ly/MarkWiensSubscribe for 2 new videos every ...,food
sQRNkpGkT2Y,New Orleans Vacation Travel Guide | Expedia,"http://www.expedia.com/New-Orleans.d178292.Destination-Travel-Guides Come on down to New Orleans, better known as The Big Easy. Dive headfirst into a ...",travel
OT4F7zVLR5M,Cambodia History Documentary Khmer History | Cambodia News Today,This video is kept as Khmer history documentary. This video is researched by RFA to describe Cambodia history from the first age and especially it consists of .,history
EthqIhPtd2I,"TRAVEL VLOG: SANTORINI, GREECE",Thank you so much for watching! I hope you found travel and outfit inspiration for your next trip! Watch more of my travel videos here: ...,travel
mKAfVmqpyao,History&#39;s Mysteries - Amazon Women (History Channel Documentary),Narrated by David Ackroyd.,history
3PPtd7GOloo,In Search Of History - The Lost World of the Etruscans (History Channel Documentary),Narrated by David Ackroyd The Etruscan civilization is the modern name given to a powerful and wealthy civilization of ancient Italy in the area corresponding ...,history
js4I_QIiCBA,India Travel Guide - How to Travel India!,How to Travel India. This is my India travel Guide!! I recently backpacked through India and this is the route I took during my travels! This is my India travel route.,travel
4J9ndbCxtNw,"LUXURY Bus manufacturing in India, smart industry",this video contains how buses are made in India.,manufacturing
PgxhLd-9SRQ,In Search Of History - The Mysterious Howard Hughes (History Channel Documentary),Narrated by David Ackroyd.,history
BGjVbnU-TpA,"क्यूँ आये थे मुघल भारत में , जानिये असलीयत इतिहासकी  | History Of India","क्यूँ आयेथे मुघल भारत में , जानिये असलीयत इतिहासकी | History Of India The Mughal Empire (also referred to...",history
C76rwM-CvJ0,"The ULTIMATE Chinese Noodle Tour - 5 CITIES!!! Beijing, Shanghai, Hong Kong, Chengdu + MORE!!!",HUGE thank you to OnePlus and Next 10 Ventures for #sponsoring this ULTIMATE Chinese Noodle Tour! We loved using the OnePlus 6T on this trip and the ...,food
K9FRKnG5CVk,Best Punjabi Food In Amritsar | Bharawan Da Dhaba | Taste Of Punjab,"Shashank and Sadaf continue their Amritsar food tour and check out more iconic Punjabi food spots including Bharawan Da Dhaba, where you get the best Dal ...",food
zG_OLWhNUnA,Gov&#39;t announces new measures to revitalize manufacturing industry and support SMEs,"중기부, 스마트공장 확산과 4조8천억원 벤처펀드 조성 추진 The South Korean government unveiled new measures... to revitalize the sluggish manufacturing ...",manufacturing
r26fvRAkg3g,Street Food in Italy - FRESH SEAFOOD &amp; FISH in Naples!!! ITALIAN STREET FOOD + Neapolitan Pizza,PIZZA + STREET FOOD IN NAPLES ITALY 2019 Welcome to a brand new episode of Chopstick Travel. Today we bring you to a food-lover's paradise: NAPOLI!,food
fRSwKi-LwLA,The Language of Truth:  ART! (and music),"Many people do not think of art and music as a language. they are. And they come in many forms, so don't sell yourself short. Even stacking sticks at the beach ...",art
WrayXRhGVCo,The Uprising - North Houston Art and Music Festival,A Houston TX Art and Music Festival. Music by Downfall 2012 “Take Control”.,art
ox7wJJy6rgg,The Romanticism in the Art and Music,Placido Domingo (and Luciano Pavarotti in: Cantique de Noel) Painter and Composer: (00:00) Friedrich Gauermann (1773-1843): Camilie Saint-Saens ...,art
r26fvRAkg3g,Street Food in Italy - FRESH SEAFOOD &amp; FISH in Naples!!! ITALIAN STREET FOOD + Neapolitan Pizza,PIZZA + STREET FOOD IN NAPLES ITALY 2019 Welcome to a brand new episode of Chopstick Travel. Today we bring you to a food-lover's paradise: NAPOLI!,food
_JbCvtJzsVI,6 Mind-Blowing Time Travel Movies,Above are the 6 best time travel movies based on how suspense and thrillfull they are . WATCH OTHER PARTS TOO PART-2 https://youtu.be/sXm32ClB_Eg ...,travel
NjgJaD4WHHc,How To Travel With Your American Girl Doll ~ Three Night Hotel Vacation Stay,"Social Media Instagram: @agoverseasfan Snapchat: therealagosf Facebook: agoverseasfan Hi friends, you can send me mail here :) Address: PO BOX ...",travel
CNp3PD_gtHY,6 - 8 Months Baby Food Chart | Baby Food | Malayalam,6 - 7month food chart - https://youtu.be/CNp3PD_gtHY 8 - 9 month food chart - https://youtu.be/uvVR-Q91uW4 10 -12 month food chart- ...,food
VQcML6IqpmY,Обычная Еда против Мармелада! МАМА ПЛАЧЕТ ! Real Food vs Gummy Food - Candy Challenge,Обычная Еда против Мармелада! Челлендж !! Real Food vs Gummy Food - Candy Challenge Продолжение нового челленджа Еда против...,food
P_CoqhPmjik,VISION IAS MAGAZINE JUNE 2018 SCIENCE AND TECHNOLOGY CURRENT AFFAIRS HINDI / ENGLISH,SCIENCE AND TECHNOLOGY - 2 - JUNE 2018 - VISION MAGAZINE SCIENCE AND TECHNOLOGY This is only for educational purpose I am very thankful to ...,technology
3PPtd7GOloo,In Search Of History - The Lost World of the Etruscans (History Channel Documentary),Narrated by David Ackroyd The Etruscan civilization is the modern name given to a powerful and wealthy civilization of ancient Italy in the area corresponding ...,history
fFQRkRGE10w,Day for Night: Merging Art and Music,Day for Night merges art + music to create a visual landscape that enriches our musical lineup. Listen to the artists describe their experiences from the 2015 ...,art
hIaEVdviw20,Uganda could issue travel advisory on Rwanda,"President Museveni recently considered issuing a travel advisory to Ugandans traveling to Rwanda. According to Speaker of Parliament Rebecca Kadaga, who ...",travel
rrJbuF6zOIk,babyfirst art and music,,art
OXHHNBVt0pw,Street Food in Madagascar&#39;s Biggest City!!! Zebu Meat Heaven!,VILLAGE FOOD IN MADAGASCAR! » https://youtu.be/EwBA1fOQ96c GO ON YOUR TOUR OF MADAGASCAR! » http://bit.ly/Ramartour GET YOUR BEST ...,food
xBYxRFud-AQ,TRY NOT TO LAUGH FOOD EATING CHALLENGE | Maggi Challenge | Food Eating Competition | Food Challenge,Hello friends..! In this video me and my brother are going to do Try Not To Laugh Food Eating Challenge. In our upcoming vlogs we are gonna do lots of different ...,food
7PDi0JtEXVU,Butter Rich Egg Bhulbhulaiya | Egg Dishes With 2 Layer Egg Gravy | Indian Street Food,"D Omlette Center, Althan Canal Road, Althan, Surat, Gujarat, India Mo No – 09737318260 We Also Serve following Delicious Egg Dishes: Omelette , Boil Fry, ...",food
u5LYl4DM5c4,Street Food in Malaysia - ULTIMATE MALAYSIAN FOOD in Kuala Lumpur!,Thanks to Oh My Media: https://www.youtube.com/channel/UCgmykbXSQjlEmCdeMWaZi1A Subscribe http://bit.ly/MarkWiensSubscribe for 2 new videos every ...,food
-VQJpKmvkzg,Anchorage Vacation Travel Guide | Expedia,https://www.expedia.com/Anchorage.d178230.Destination-Travel-Guides The city of Anchorage lies in Alaska's mountainous south and is home to around 40 ...,travel
yWfAETETHQ4,Science and Technologies class - 1 | ICON INDIA,Usefull for All types of Exams ...,technology
95WcYVIParY,GRAViiTY - Time travel (#Chillstep),Follow me on FACEBOOK : https://www.facebook.com/Graviity.musiic FREE DOWNLOAD on soundcloud : https://soundcloud.com/graviity-official ...,travel
q3gHT_JtIjU,40 Profitable Manufacturing Business Ideas for 2019,Introducing 40 Profitable Business Ideas for 2019. Get 201 Small Business Ideas.,manufacturing
vPVR3MJZU64,हाइड्रोलिक फुटवियर बनानें की मशीन  | Low investment  Manufacturing Business Idea | Laghu Udhyog 2019,"S.I. Enterprises, plot no. 8,9 , Anand Industrial Area , Mohan Nagar , Ghaziabad UP ( Near ITS College Mohan nagar ghaziabad) Contact details- 9773631552.",manufacturing
XSh5kLJjO8Q,Special Class - 45 days to tackle Science and Technology for UPSC 2019 Prelims - Roman Saini,"Follow Roman Saini on Unacademy here: https://goo.gl/RWXEYM For more Special Classes click here: https://goo.gl/DkTDRn In this course, Roman will discuss ...",technology
azzcaVVhBOM,MIT Technology Day 1999—&quot;The Human Body: Emerging Medical Science and Technology&quot;,"MIT's Technology Day 1999 focused on the theme ""The Human Body: Emerging Medical Science and Technology."" The event, which took place June 5, featured ...",technology
_MqSvrTdqcs,Amazing Tools Manufacturing Process That Are At Another Level,We use tools to get the job done but have you ever wondered how they're made? Tools manufacturing process can be quite fascinating. Have a look! 1.,manufacturing
Hpul0H1ddX8,REALITY - THAILAND &amp; BALI CINEMATIC TRAVEL VIDEO,"Year 2018 was amazing, I had chance to travel a lot. This cinematic travel video is a higlight from traveling Thailand, Bali and little bit of Canary Islands. Let me ...",travel
Ziwdz3Lcteg,Free energy fan with copper wire self running magnets - Science &amp; Technology 2018 || simple at home,Free energy fan with copper wire self running magnets - Science & Technology 2018 || simple at home.,technology
WrTf6CaTTc0,Today in Obama Scandal History: The Tan Suit | The Daily Show,"Today, we remember Barack Obama's Tan Suit, the worst scandal in presidential history. Subscribe to The Daily Show: ...",history
lZGnEC8y158,What Street Foods Look Like Around The World,"Travel around the world as we feature some of the most decadent, savory, and eccentric street foods from 15 different countries. From delicious elotes on the ...",food
Au-y47l_uKg,4600 साल पुराना मोहनजोदड़ो का इतिहास | The History Of Mohanjo Daro [ In Hindi ],4600 साल पुराना मोहनजोदड़ो का इतिहास | The History Of Mohanjo Daro In Hindi Other Video Links चॉकलेट के इतिहास...,history
i9E_Blai8vk,TRAVEL VLOG ∙ Welcome to Bali | PRISCILLA LEE,I had the chance to fly out to Bali with my whole family this Thanksgiving for our first ever trip abroad! I wanted to document my memories so that I can always ...,travel
fRSwKi-LwLA,The Language of Truth:  ART! (and music),"Many people do not think of art and music as a language. they are. And they come in many forms, so don't sell yourself short. Even stacking sticks at the beach ...",art
C76rwM-CvJ0,"The ULTIMATE Chinese Noodle Tour - 5 CITIES!!! Beijing, Shanghai, Hong Kong, Chengdu + MORE!!!",HUGE thank you to OnePlus and Next 10 Ventures for #sponsoring this ULTIMATE Chinese Noodle Tour! We loved using the OnePlus 6T on this trip and the ...,food
AUXIuYHFgBE,World War II - summary of the deadliest conflict in history,"This video is a summary of the main stages of the Second World War. Let's retrace on a map the origins, course and consequences of the deadliest war in history ...",history
j8IRhUUJcSI,Pondicherry Food Tour - Mutton SAMOSA &amp; PAAYA Soup | Chicken MACRONI | Franco - Tamil Food,"Another day, another tour. Or trip to Pondicherry was full of new and innovative dishes that were supremely tasty. We went through the streets of Pondicherry and ...",food
tOx0ED2ZMsw,GOLD Manufacture Process - Discover Heavyweight Productions | Global Technology,Watch this video if you WANT to KNOW GOLD Manufacture Process - Discover Heavyweight Productions | Global Technology Detail Instructions are shown in ...,manufacturing
dyxL_BvkhJg,Cement Manufacturing,For more information: http://www.7activestudio.com info@7activestudio.com http://www.7activemedical.com/ info@7activemedical.com ...,manufacturing
WunD2WFNAdM,Declassified Spy Stories - Hexagon: The Secret Satellite | History Documentary | Reel Truth History,"During the Cold War, the U.S. military races against time to recover classified footage from a top secret surveillance satellite that crashed into the Pacific Ocean ...",history
6Tq6AQ3ZAjw,Zewail City of Science and Technology.. Egypt Can...,"Dr. Ahmed Zewail talks about the importance of scientific research support, and how that will be our way to be productive community. Support Zewail City of ...",technology
